Stok Kodu	Barkod	Stok Tanımı	Alan Adı	Lokasyon	Say.Adet
5003121451002	197627528953	119770 BBK Skechers Sandalet, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0020	1
5003121451005	197627528984	119770 BBK Skechers Sandalet, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0020	1
5003255962005	197627657776	119804 BBK Skechers Sandalet, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0020	1
5003179072001	197976700161	117560 TPE Skechers Sneaker, 36, Gri	KADIN FABRIKA AYK DEPO	DL-0020	1
5003179072004	197976700192	117560 TPE Skechers Sneaker, 37.5, Gri	KADIN FABRIKA AYK DEPO	DL-0020	1
5003255980008	198376071424	177144 BBK Skechers Sneaker, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0020	1
5003255948007	198376544430	117581 OFWT Skechers Sneaker, 39, Beyaz	KADIN FABRIKA AYK DEPO	DL-0020	1
5003255964001	198376869090	117617 WHT Skechers Sneaker, 36, Beyaz	KADIN FABRIKA AYK DEPO	DL-0020	1
5003230671002	8684024594930	LULIAN Cotton Bar Sneaker, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0021	1
5003230667002	8684024595005	LULIAN Cotton Bar Sneaker, 37, Gri	KADIN FABRIKA AYK DEPO	DL-0021	1
5003232580001	8684024608453	JABREN Cotton Bar Sneaker, 36, Beyaz	KADIN FABRIKA AYK DEPO	DL-0021	1
5003232545002	8684024608781	JABREN Cotton Bar Sneaker, 37, Bej	KADIN FABRIKA AYK DEPO	DL-0021	1
5003232591004	8684024609368	ALBIN Cotton Bar Terlik, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0021	1
5003237740001	8684024628567	ALESHAN Cotton Bar Sandalet, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0021	1
5003237740005	8684024628604	ALESHAN Cotton Bar Sandalet, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0021	1
5003296547001	196642331814	167431 TPE Skechers Bot, 36, Natürel	KADIN FABRIKA AYK DEPO	DL-0022	1
5003296547002	196642331821	167431 TPE Skechers Bot, 36.5, Natürel	KADIN FABRIKA AYK DEPO	DL-0022	1
5003296547003	196642331838	167431 TPE Skechers Bot, 37, Natürel	KADIN FABRIKA AYK DEPO	DL-0022	2
5003296547004	196642331845	167431 TPE Skechers Bot, 37.5, Natürel	KADIN FABRIKA AYK DEPO	DL-0022	2
5003296547006	196642331869	167431 TPE Skechers Bot, 38.5, Natürel	KADIN FABRIKA AYK DEPO	DL-0022	1
5003296547007	196642331876	167431 TPE Skechers Bot, 39, Natürel	KADIN FABRIKA AYK DEPO	DL-0022	2
5003296547008	196642331890	167431 TPE Skechers Bot, 40, Natürel	KADIN FABRIKA AYK DEPO	DL-0022	1
5003178049001	197976096417	177336 WHT Skechers Sneaker, 36, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	1
5003178049002	197976096424	177336 WHT Skechers Sneaker, 36.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	1
5003178049003	197976096431	177336 WHT Skechers Sneaker, 37, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	1
5003178049004	197976096448	177336 WHT Skechers Sneaker, 37.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	2
5003178049005	197976096455	177336 WHT Skechers Sneaker, 38, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	2
5003178049006	197976096462	177336 WHT Skechers Sneaker, 38.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	1
5003178049007	197976096479	177336 WHT Skechers Sneaker, 39, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	2
5003178049008	197976096493	177336 WHT Skechers Sneaker, 40, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	1
5003178043003	197976700307	117560 WHT Skechers Sneaker, 37, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	1
5003178043004	197976700314	117560 WHT Skechers Sneaker, 37.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	1
5003178043005	197976700321	117560 WHT Skechers Sneaker, 38, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	1
5003178043006	197976700338	117560 WHT Skechers Sneaker, 38.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	2
5003178043008	197976700369	117560 WHT Skechers Sneaker, 40, Beyaz	KADIN FABRIKA AYK DEPO	DL-0022	1
5002979755008	196989006741	158584 OFWT Skechers Sneaker, 40, Beyaz	KADIN FABRIKA AYK DEPO	DL-0023	1
5003121480001	197627472768	177345 BLK Skechers Sneaker, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0023	1
5003121480005	197627472805	177345 BLK Skechers Sneaker, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0023	1
5003121480006	197627472812	177345 BLK Skechers Sneaker, 38.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0023	2
5003121480007	197627472829	177345 BLK Skechers Sneaker, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0023	2
5003121480008	197627472843	177345 BLK Skechers Sneaker, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0023	1
5003178043002	197976700291	117560 WHT Skechers Sneaker, 36.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0023	1
5003255980002	198376071356	177144 BBK Skechers Sneaker, 36.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0023	1
5003255980006	198376071394	177144 BBK Skechers Sneaker, 38.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0023	2
5003255963003	198376544270	117581 BBK Skechers Sneaker, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0023	1
5003255963005	198376544294	117581 BBK Skechers Sneaker, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0023	1
5003255963006	198376544300	117581 BBK Skechers Sneaker, 38.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0023	1
5003255948005	198376544416	117581 OFWT Skechers Sneaker, 38, Beyaz	KADIN FABRIKA AYK DEPO	DL-0023	1
5003255948006	198376544423	117581 OFWT Skechers Sneaker, 38.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0023	2
5002981205006	195969369807	117209 BBK BOBS SQ Skechers Sneaker, 38.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0024	1
5002981241001	196642625531	111380 NAT ARCH FI Skechers Sanda, 36, Natürel - Kahverengi	KADIN FABRIKA AYK DEPO	DL-0024	1
5002979756001	196642653626	158698 BBK Skechers Günlük Ayakkabı, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0024	1
5003255914004	196989137285	111531 BBK Skechers Sandalet, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0024	1
5003255917001	197627147765	119804 DKTP Skechers Sneaker, 36, Gri	KADIN FABRIKA AYK DEPO	DL-0024	1
5003255917002	197627147772	119804 DKTP Skechers Sneaker, 37, Gri	KADIN FABRIKA AYK DEPO	DL-0024	1
5003255917005	197627147802	119804 DKTP Skechers Sneaker, 40, Gri	KADIN FABRIKA AYK DEPO	DL-0024	1
5003121444002	197627265452	100692 BBK Skechers Sneaker, 36.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0024	1
5003121451002	197627528953	119770 BBK Skechers Sandalet, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0024	1
5003255962001	197627657738	119804 BBK Skechers Sandalet, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0024	1
5003179072005	197976700208	117560 TPE Skechers Sneaker, 38, Gri	KADIN FABRIKA AYK DEPO	DL-0024	1
5003255954006	197976701380	117620 BLK Skechers Sneaker, 38.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0024	1
5003255973001	198739214031	177144 OFWT Skechers Sneaker, 36, Beyaz	KADIN FABRIKA AYK DEPO	DL-0024	1
5003255973002	198739214048	177144 OFWT Skechers Sneaker, 36.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0024	1
5003255973003	198739214055	177144 OFWT Skechers Sneaker, 37, Beyaz	KADIN FABRIKA AYK DEPO	DL-0024	2
5003255973005	198739214079	177144 OFWT Skechers Sneaker, 38, Beyaz	KADIN FABRIKA AYK DEPO	DL-0024	1
5003255973006	198739214086	177144 OFWT Skechers Sneaker, 38.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0024	2
5003255973008	198739214116	177144 OFWT Skechers Sneaker, 40, Beyaz	KADIN FABRIKA AYK DEPO	DL-0024	2
5003230671001	8684024594923	LULIAN Cotton Bar Sneaker, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0025	1
5003230671003	8684024594947	LULIAN Cotton Bar Sneaker, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0025	1
5003230671005	8684024594961	LULIAN Cotton Bar Sneaker, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0025	1
5003230667003	8684024595012	LULIAN Cotton Bar Sneaker, 38, Gri	KADIN FABRIKA AYK DEPO	DL-0025	1
5003230667005	8684024595036	LULIAN Cotton Bar Sneaker, 40, Gri	KADIN FABRIKA AYK DEPO	DL-0025	1
5003230700005	8684024595142	LULIAN Cotton Bar Sneaker, 40, Bej	KADIN FABRIKA AYK DEPO	DL-0025	1
5003232580002	8684024608460	JABREN Cotton Bar Sneaker, 37, Beyaz	KADIN FABRIKA AYK DEPO	DL-0025	1
5003232580003	8684024608477	JABREN Cotton Bar Sneaker, 38, Beyaz	KADIN FABRIKA AYK DEPO	DL-0025	1
5003232580004	8684024608484	JABREN Cotton Bar Sneaker, 39, Beyaz	KADIN FABRIKA AYK DEPO	DL-0025	2
5003232544004	8684024608750	JABREN Cotton Bar Sneaker, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0025	1
5003232545002	8684024608781	JABREN Cotton Bar Sneaker, 37, Bej	KADIN FABRIKA AYK DEPO	DL-0025	1
5003232545005	8684024608910	JABREN Cotton Bar Sneaker, 40, Bej	KADIN FABRIKA AYK DEPO	DL-0025	1
5003232581004	8684024609139	ALBIN Cotton Bar Terlik, 39, Vizon	KADIN FABRIKA AYK DEPO	DL-0025	1
5003232581005	8684024609146	ALBIN Cotton Bar Terlik, 40, Vizon	KADIN FABRIKA AYK DEPO	DL-0025	1
5003232591004	8684024609368	ALBIN Cotton Bar Terlik, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0025	1
5003237740002	8684024628574	ALESHAN Cotton Bar Sandalet, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0025	1
5003237725002	8684024628802	D-CASIA Cotton Bar Terlik, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0025	1
5003237725005	8684024628833	D-CASIA Cotton Bar Terlik, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0025	1
5003296547005	196642331852	167431 TPE Skechers Bot, 38, Natürel	KADIN FABRIKA AYK DEPO	DL-0026	2
5003296549001	196989867335	177550 BBK Skechers Bot, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	1
5003296549002	196989867342	177550 BBK Skechers Bot, 36.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	1
5003296549003	196989867359	177550 BBK Skechers Bot, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	2
5003296549004	196989867366	177550 BBK Skechers Bot, 37.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	2
5003296549005	196989867373	177550 BBK Skechers Bot, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	2
5003296549006	196989867380	177550 BBK Skechers Bot, 38.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	1
5003296549007	196989867397	177550 BBK Skechers Bot, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	1
5003296549008	196989867410	177550 BBK Skechers Bot, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	1
5003178070001	197976640634	144756 BBK Skechers Bot, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	1
5003178070003	197976640658	144756 BBK Skechers Bot, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	2
5003178070006	197976640689	144756 BBK Skechers Bot, 38.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	1
5003178070007	197976640696	144756 BBK Skechers Bot, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	2
5003178070008	197976640719	144756 BBK Skechers Bot, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0026	1
5003047772001	196642003391	177052 WHT Skechers Sneaker, 36, Beyaz	KADIN FABRIKA AYK DEPO	DL-0027	1
5003047772002	196642003407	177052 WHT Skechers Sneaker, 36.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0027	1
5003047772003	196642003414	177052 WHT Skechers Sneaker, 37, Beyaz	KADIN FABRIKA AYK DEPO	DL-0027	2
5003047772004	196642003421	177052 WHT Skechers Sneaker, 37.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0027	2
5003047772005	196642003438	177052 WHT Skechers Sneaker, 38, Beyaz	KADIN FABRIKA AYK DEPO	DL-0027	2
5003047772006	196642003445	177052 WHT Skechers Sneaker, 38.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0027	1
5003047772007	196642003452	177052 WHT Skechers Sneaker, 39, Beyaz	KADIN FABRIKA AYK DEPO	DL-0027	2
5003047772008	196642003476	177052 WHT Skechers Sneaker, 40, Beyaz	KADIN FABRIKA AYK DEPO	DL-0027	1
5003296592004	197976199866	158590 DKTP Skechers Sneaker, 37.5, Natürel	KADIN FABRIKA AYK DEPO	DL-0027	1
5003296593007	197976200012	158590 OFWT Skechers Sneaker, 39, Beyaz	KADIN FABRIKA AYK DEPO	DL-0027	1
5002834717008	195969579213	177050 BLK Skechers Sneaker, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0028	1
5003178077006	196989500546	177575 NAT Skechers Sneaker, 38.5, Krem	KADIN FABRIKA AYK DEPO	DL-0028	1
5003047746008	196989566047	104421 BBK Skechers Sneaker, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0028	1
5003121446001	196989735795	177576 OLMT Skechers Sneaker, 36, Çok Renkli	KADIN FABRIKA AYK DEPO	DL-0028	1
5003121446005	196989735832	177576 OLMT Skechers Sneaker, 38, Çok Renkli	KADIN FABRIKA AYK DEPO	DL-0028	1
5003121446006	196989735849	177576 OLMT Skechers Sneaker, 38.5, Çok Renkli	KADIN FABRIKA AYK DEPO	DL-0028	2
5003121446007	196989735856	177576 OLMT Skechers Sneaker, 39, Çok Renkli	KADIN FABRIKA AYK DEPO	DL-0028	1
5003121446008	196989735870	177576 OLMT Skechers Sneaker, 40, Çok Renkli	KADIN FABRIKA AYK DEPO	DL-0028	1
5003179072002	197976700178	117560 TPE Skechers Sneaker, 36.5, Gri	KADIN FABRIKA AYK DEPO	DL-0028	2
5003179072003	197976700185	117560 TPE Skechers Sneaker, 37, Gri	KADIN FABRIKA AYK DEPO	DL-0028	1
5003179072005	197976700208	117560 TPE Skechers Sneaker, 38, Gri	KADIN FABRIKA AYK DEPO	DL-0028	2
5003179072006	197976700215	117560 TPE Skechers Sneaker, 38.5, Gri	KADIN FABRIKA AYK DEPO	DL-0028	3
5003179072007	197976700222	117560 TPE Skechers Sneaker, 39, Gri	KADIN FABRIKA AYK DEPO	DL-0028	2
5003179072008	197976700246	117560 TPE Skechers Sneaker, 40, Gri	KADIN FABRIKA AYK DEPO	DL-0028	2
5003230671004	8684024594954	LULIAN Cotton Bar Sneaker, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0029	1
5003230667004	8684024595029	LULIAN Cotton Bar Sneaker, 39, Gri	KADIN FABRIKA AYK DEPO	DL-0029	1
5003230700002	8684024595111	LULIAN Cotton Bar Sneaker, 37, Bej	KADIN FABRIKA AYK DEPO	DL-0029	2
5003231318004	8684024600754	MEAVE Cotton Bar Sneaker, 39, Gri	KADIN FABRIKA AYK DEPO	DL-0029	1
5003231319003	8684024600792	BIDDY Cotton Bar Terlik, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0029	1
5003232580002	8684024608460	JABREN Cotton Bar Sneaker, 37, Beyaz	KADIN FABRIKA AYK DEPO	DL-0029	1
5003232580005	8684024608491	JABREN Cotton Bar Sneaker, 40, Beyaz	KADIN FABRIKA AYK DEPO	DL-0029	1
5003232545002	8684024608781	JABREN Cotton Bar Sneaker, 37, Bej	KADIN FABRIKA AYK DEPO	DL-0029	1
5003232581004	8684024609139	ALBIN Cotton Bar Terlik, 39, Vizon	KADIN FABRIKA AYK DEPO	DL-0029	1
5003232592001	8684024609382	MAYISON Cotton Bar Terlik, 40, Vizon	KADIN FABRIKA AYK DEPO	DL-0029	1
5003237732001	8684024628284	ALESHAN Cotton Bar Sandalet, 36, Bej	KADIN FABRIKA AYK DEPO	DL-0029	1
5003237740003	8684024628581	ALESHAN Cotton Bar Sandalet, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0029	1
5003237740004	8684024628598	ALESHAN Cotton Bar Sandalet, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0029	1
5003237740005	8684024628604	ALESHAN Cotton Bar Sandalet, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0029	1
5003237732003	8684024628703	ALESHAN Cotton Bar Sandalet, 38, Bej	KADIN FABRIKA AYK DEPO	DL-0029	1
5003237732004	8684024628710	ALESHAN Cotton Bar Sandalet, 39, Bej	KADIN FABRIKA AYK DEPO	DL-0029	1
5003178019001	195204927021	167252 BBK Skechers Bot, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	1
5003178019002	195204927038	167252 BBK Skechers Bot, 36.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	1
5003178019003	195204927045	167252 BBK Skechers Bot, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	2
5003178019004	195204927052	167252 BBK Skechers Bot, 37.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	2
5003178019005	195204927069	167252 BBK Skechers Bot, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	2
5003178019006	195204927076	167252 BBK Skechers Bot, 38.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	1
5003178019007	195204927083	167252 BBK Skechers Bot, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	2
5003178019008	195204927106	167252 BBK Skechers Bot, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	1
5003296592001	197976199835	158590 DKTP Skechers Sneaker, 36, Natürel	KADIN FABRIKA AYK DEPO	DL-0030	1
5003296592003	197976199859	158590 DKTP Skechers Sneaker, 37, Natürel	KADIN FABRIKA AYK DEPO	DL-0030	1
5003296592004	197976199866	158590 DKTP Skechers Sneaker, 37.5, Natürel	KADIN FABRIKA AYK DEPO	DL-0030	1
5003296592005	197976199873	158590 DKTP Skechers Sneaker, 38, Natürel	KADIN FABRIKA AYK DEPO	DL-0030	2
5003296592006	197976199880	158590 DKTP Skechers Sneaker, 38.5, Natürel	KADIN FABRIKA AYK DEPO	DL-0030	1
5003296592007	197976199897	158590 DKTP Skechers Sneaker, 39, Natürel	KADIN FABRIKA AYK DEPO	DL-0030	2
5003296592008	197976199910	158590 DKTP Skechers Sneaker, 40, Natürel	KADIN FABRIKA AYK DEPO	DL-0030	1
5003178070002	197976640641	144756 BBK Skechers Bot, 36.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	1
5003178070004	197976640665	144756 BBK Skechers Bot, 37.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	2
5003178070005	197976640672	144756 BBK Skechers Bot, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0030	2
5003178029001	196989797847	144775 BBK Skechers Bot, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0031	1
5003178029002	196989797854	144775 BBK Skechers Bot, 36.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0031	1
5003178029003	196989797861	144775 BBK Skechers Bot, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0031	2
5003178029004	196989797878	144775 BBK Skechers Bot, 37.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0031	2
5003178029005	196989797885	144775 BBK Skechers Bot, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0031	2
5003178029006	196989797892	144775 BBK Skechers Bot, 38.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0031	1
5003178029007	196989797908	144775 BBK Skechers Bot, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0031	2
5003178029008	196989797922	144775 BBK Skechers Bot, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0031	1
5003178047001	196989797960	144775 DKTP Skechers Bot, 36, Gri	KADIN FABRIKA AYK DEPO	DL-0031	1
5003178047002	196989797977	144775 DKTP Skechers Bot, 36.5, Gri	KADIN FABRIKA AYK DEPO	DL-0031	1
5003178047003	196989797984	144775 DKTP Skechers Bot, 37, Gri	KADIN FABRIKA AYK DEPO	DL-0031	2
5003178047004	196989797991	144775 DKTP Skechers Bot, 37.5, Gri	KADIN FABRIKA AYK DEPO	DL-0031	2
5003178047005	196989798004	144775 DKTP Skechers Bot, 38, Gri	KADIN FABRIKA AYK DEPO	DL-0031	2
5003178047006	196989798011	144775 DKTP Skechers Bot, 38.5, Gri	KADIN FABRIKA AYK DEPO	DL-0031	1
5003178047007	196989798028	144775 DKTP Skechers Bot, 39, Gri	KADIN FABRIKA AYK DEPO	DL-0031	2
5003178047008	196989798042	144775 DKTP Skechers Bot, 40, Gri	KADIN FABRIKA AYK DEPO	DL-0031	1
5003296584001	197627201610	177575 WHT Skechers Sneaker, 36, Beyaz	KADIN FABRIKA AYK DEPO	DL-0031	1
5003296584002	197627201627	177575 WHT Skechers Sneaker, 36.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0031	1
5002834717007	195969579190	177050 BLK Skechers Sneaker, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5002834725006	195969625033	177050 OFWT Skechers Sneaker, 38.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0032	1
5002834725008	195969625064	177050 OFWT Skechers Sneaker, 40, Beyaz	KADIN FABRIKA AYK DEPO	DL-0032	1
5003178077008	196989500577	177575 NAT Skechers Sneaker, 40, Krem	KADIN FABRIKA AYK DEPO	DL-0032	1
5003047746001	196989565965	104421 BBK Skechers Sneaker, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	2
5003047746005	196989566009	104421 BBK Skechers Sneaker, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003047746006	196989566016	104421 BBK Skechers Sneaker, 38.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003121446007	196989735856	177576 OLMT Skechers Sneaker, 39, Çok Renkli	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233715001	8684024612184	BRIGID F By Fabrika Topuklu Sandalet, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233695004	8684024612542	DEIRDRE F By Fabrika Terlik, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233696004	8684024612597	ALICIA F By Fabrika Terlik, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233721001	8684024612757	ALICIA F By Fabrika Terlik, 36, Bej	KADIN FABRIKA AYK DEPO	DL-0032	2
5003233721002	8684024612764	ALICIA F By Fabrika Terlik, 37, Bej	KADIN FABRIKA AYK DEPO	DL-0032	3
5003233721004	8684024612788	ALICIA F By Fabrika Terlik, 39, Bej	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233658004	8684024613037	DERVLA F By Fabrika Terlik, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233715004	8684024613815	BRIGID F By Fabrika Topuklu Sandalet, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233909003	8684024614393	ALCARA F By Fabrika Topuklu Sandalet, 38, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233910001	8684024614560	BIDELIA F By Fabrika Topuklu Sandalet, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233910002	8684024614577	BIDELIA F By Fabrika Topuklu Sandalet, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233910005	8684024614904	BIDELIA F By Fabrika Topuklu Sandalet, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003233909004	8684024615109	ALCARA F By Fabrika Topuklu Sandalet, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0032	1
5003230671004	8684024594954	LULIAN Cotton Bar Sneaker, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0033	1
5003230671005	8684024594961	LULIAN Cotton Bar Sneaker, 40, Siyah	KADIN FABRIKA AYK DEPO	DL-0033	1
5003230667002	8684024595005	LULIAN Cotton Bar Sneaker, 37, Gri	KADIN FABRIKA AYK DEPO	DL-0033	1
5003230667003	8684024595012	LULIAN Cotton Bar Sneaker, 38, Gri	KADIN FABRIKA AYK DEPO	DL-0033	1
5003230667004	8684024595029	LULIAN Cotton Bar Sneaker, 39, Gri	KADIN FABRIKA AYK DEPO	DL-0033	3
5003230700001	8684024595104	LULIAN Cotton Bar Sneaker, 36, Bej	KADIN FABRIKA AYK DEPO	DL-0033	1
5003230700003	8684024595128	LULIAN Cotton Bar Sneaker, 38, Bej	KADIN FABRIKA AYK DEPO	DL-0033	2
5003230700004	8684024595135	LULIAN Cotton Bar Sneaker, 39, Bej	KADIN FABRIKA AYK DEPO	DL-0033	3
5003230700005	8684024595142	LULIAN Cotton Bar Sneaker, 40, Bej	KADIN FABRIKA AYK DEPO	DL-0033	1
5003232545004	8684024608903	JABREN Cotton Bar Sneaker, 39, Bej	KADIN FABRIKA AYK DEPO	DL-0033	1
5003232582001	8684024609153	MEGINA Cotton Bar Terlik, 36, Antrasit	KADIN FABRIKA AYK DEPO	DL-0033	1
5003237740004	8684024628598	ALESHAN Cotton Bar Sandalet, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0033	1
5003237732004	8684024628710	ALESHAN Cotton Bar Sandalet, 39, Bej	KADIN FABRIKA AYK DEPO	DL-0033	1
5003296610001	196989500379	177575 BBK Skechers Sneaker, 36, Siyah	KADIN FABRIKA AYK DEPO	DL-0034	1
5003296610002	196989500386	177575 BBK Skechers Sneaker, 36.5, Siyah	KADIN FABRIKA AYK DEPO	DL-0034	1
5003296610003	196989500393	177575 BBK Skechers Sneaker, 37, Siyah	KADIN FABRIKA AYK DEPO	DL-0034	2
5003296610007	196989500430	177575 BBK Skechers Sneaker, 39, Siyah	KADIN FABRIKA AYK DEPO	DL-0034	2
5003296593001	197976199958	158590 OFWT Skechers Sneaker, 36, Beyaz	KADIN FABRIKA AYK DEPO	DL-0034	1
5003296593002	197976199965	158590 OFWT Skechers Sneaker, 36.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0034	1
5003296593003	197976199972	158590 OFWT Skechers Sneaker, 37, Beyaz	KADIN FABRIKA AYK DEPO	DL-0034	1
5003296593004	197976199989	158590 OFWT Skechers Sneaker, 37.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0034	2
5003296593005	197976199996	158590 OFWT Skechers Sneaker, 38, Beyaz	KADIN FABRIKA AYK DEPO	DL-0034	2
5003296593006	197976200005	158590 OFWT Skechers Sneaker, 38.5, Beyaz	KADIN FABRIKA AYK DEPO	DL-0034	1
5003296593007	197976200012	158590 OFWT Skechers Sneaker, 39, Beyaz	KADIN FABRIKA AYK DEPO	DL-0034	1
5003178075001	197976640764	144756 CSNT Skechers Bot, 36, Taba	KADIN FABRIKA AYK DEPO	DL-0034	1
5003178075002	197976640771	144756 CSNT Skechers Bot, 36.5, Taba	KADIN FABRIKA AYK DEPO	DL-0034	1
5003178075003	197976640788	144756 CSNT Skechers Bot, 37, Taba	KADIN FABRIKA AYK DEPO	DL-0034	2
