Stok Kodu	Barkod	Stok Tanımı	Alan Adı	Lokasyon	Say.Adet
5000415838001	4009839308413	ZWILLING QUADRO 5 Zwilling Tencere Seti, BEDENSIZ, Renksiz	ALT KAT HOME DEPO	DP-0001	3
5002757575001	4009839424199	FOCUS 5LI TENCERE SETİ Zwilling Tencere Seti, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0001	3
5003228782001	4009839521263	Zwilling Flow Tencere Seti Zwilling Tencere Seti, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0001	4
5003115134001	4009839531262	Zwilling PRO Tencere Seti 5 parça Zwilling Tencer, Bedensiz, Gri - Met	ALT KAT HOME DEPO	DP-0001	1
5002518495001	8710103896609	XB9125/07 Philips Torbasız Süpü, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0001	2
5002518497001	8710103904151	XB9155/07 Philips Torbasız Süpü, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0001	2
5003046953001	8720389013621	HR3770/00 Philips Blender, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0001	2
5003218035001	8720389032639	HR3030/00 Philips Blender, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0001	2
5003249943001	8720389039362	AC0951/13 Philips Hava Temizlem, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0001	1
5000415838001	4009839308413	ZWILLING QUADRO 5 Zwilling Tencere Seti, BEDENSIZ, Renksiz	ALT KAT HOME DEPO	DP-0002	1
5003102391001	4009839329326	Zwilling Passion 5 Parça Tencere Se Zwilling Tencere Seti, Bedensiz, R	ALT KAT HOME DEPO	DP-0002	2
5003115134001	4009839531262	Zwilling PRO Tencere Seti 5 parça Zwilling Tencer, Bedensiz, Gri - Met	ALT KAT HOME DEPO	DP-0002	1
5003260043001	8680887365984	Soft Touch Halı 80x150 cm Açık Gri English Home Halı, 80 X 150 cm, Açı	ALT KAT HOME DEPO	DP-0002	2
5003260036001	8680887366011	Soft Touch Halı 80x150 cm Antrasit English Home Halı, 80 X 150 cm, Ant	ALT KAT HOME DEPO	DP-0002	2
5003260042001	8680887366097	Soft Touch Halı 120 cm Bej English Home Halı, 120 X 120 cm, Bej	ALT KAT HOME DEPO	DP-0002	3
5002856602001	8681734440304	SCARLET KÃ?RE 7P TEN SE Taşev Tencere Seti, Bedensiz, Siyah	ALT KAT HOME DEPO	DP-0002	1
5002786224001	8682328783715	S500B Robogil Robot Süpürge, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	1
5002924193001	8682511902893	Inovator X Fakir Dikey Süpürge, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	3
5003081956001	8682511904705	41005023 Fakir Robot Süpürge, Bedensiz, Siyah	ALT KAT HOME DEPO	DP-0002	2
5003081957001	8682511904712	41005024 Fakir Robot Süpürge, Bedensiz, Beyaz	ALT KAT HOME DEPO	DP-0002	1
5003273542001	8682511906075	INOVATOR 6158 PURPLE Fakir Dikey Süpürge, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	2
5003033232001	8699131794715	JEWEL ÇELİK ÇEYİZ SETİ 18P INOX Schafer Tencere Seti, Bedensiz, Renksi	ALT KAT HOME DEPO	DP-0002	4
5003116753001	8699131798188	Gravita Seramik Tencere Seti Siyah Schafer Tencere Seti, Bedensiz, Ren	ALT KAT HOME DEPO	DP-0002	2
5003269028001	8699131801710	New Stahl Çelik Tencere Seti Schafer Tencere Seti, Bedensiz, Metalik	ALT KAT HOME DEPO	DP-0002	1
5003116752001	8699131823897	Gravita Seramik Tencere Seti Krem Schafer Tencere Seti, Bedensiz, Renk	ALT KAT HOME DEPO	DP-0002	1
5003184140001	8699131825358	Matrix D.TencereSeti8ParçaSiyah Schafer Tencere Seti, Bedensiz, Renksi	ALT KAT HOME DEPO	DP-0002	2
5003269078001	8699131863428	Grande Mia Çelik Çeyiz Seti Schafer Tencere Seti, Bedensiz, Metalik	ALT KAT HOME DEPO	DP-0002	1
5003033222001	8699131904527	ROCK GRANİT Y.Y. -7P Schafer Tencere Seti, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	2
5000219344001	8710103829102	GC9682 80 PERFECT Philips Buhar Kazanlı, BEDENSIZ, Renksiz	ALT KAT HOME DEPO	DP-0002	2
5003082271001	8710103930365	PSG7024/20 Philips Buhar Kazanlı, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	1
5002799083001	8710103963189	GC6815/20 Philips Buhar Kazanlı, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	2
5002813539001	8720389003615	PSG8160/30 Philips Buhar Kazanlı, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	2
5002967765001	8720389014529	PSG8030/20 Philips Buhar Kazanlı, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	1
5002997852001	8720389020452	PSG6042/20 Philips Buhar Kazanlı, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	3
5003046995001	8720389021886	PSG6026/20 Philips Buharlı Ütü, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	1
5003033827001	8720389022036	XU7000/02 Philips Robot Süpürge, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	1
5003137060001	8720389022470	XC7057/01 Philips Dikey Süpürge, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	1
5003279469001	8720389036842	CX2550/00 Philips Vantilatör, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	2
5003279434001	8720389036910	CX3550/01 Philips Vantilatör, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	1
5003224724001	8720389040733	XW9463/11 Philips Dikey Süpürge, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	2
5003260686001	8720389041532	XC6557/01 Philips Dikey Süpürge, Bedensiz, Siyah	ALT KAT HOME DEPO	DP-0002	1
5003218670001	8720389042539	XC7055/01 Philips Dikey Süpürge, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	4
5003218671001	8720389042546	XC8054/01 Philips Dikey Süpürge, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	2
5003279433001	8720389069468	XC6557/01-HDA 150/61 Philips Dikey Süpürge, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0002	1
5002422822001	8681046944354	MCROFBR YRGN TK Sarev Yorgan, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0003	3
5002422824001	8681046961764	MCROFBR YRGN ÇK Sarev Yorgan, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0003	5
5003168608001	8681734448225	Rose Tencere Seti 10 Parça Bambum Tencere Seti, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0003	12
5003168569001	8681734457951	Voyage Tencere Seti Siyah Bambum Tencere Seti, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0003	7
5003168576001	8681734457968	Voyage Tencere Seti Yeşil Bambum Tencere Seti, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0003	3
5003168568001	8681734457975	Stellar Tencere Seti Bambum Tencere Seti, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0003	7
5003144217001	8681734458194	B5819 Bambum Tencere Seti, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0003	2
5002812579001	8682676045350	RANFORCE YASTIK BYZ Sarev Yastık, Bedensiz, Beyaz	ALT KAT HOME DEPO	DP-0003	6
5003151452001	8682841003369	28 CM YUV. RATTAN FENER Boyner Evde Fener, Bedensiz, Natürel	ALT KAT HOME DEPO	DP-0003	3
5003151468001	8682841003383	25 CM RATTAN FENER Boyner Evde Fener, Bedensiz, Natürel	ALT KAT HOME DEPO	DP-0003	2
5003151435001	8682841003390	20 CM RATTAN FENER Boyner Evde Fener, Bedensiz, Natürel	ALT KAT HOME DEPO	DP-0003	1
5002422818001	8697883003864	RNFRC SLKN YRGN TK Sarev Yorgan, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0003	3
5003151480001	8699885923232	NATUREL ÇANTA S/3 Boyner Evde Sepet, Bedensiz, Natürel	ALT KAT HOME DEPO	DP-0003	1
5003151480001	8699885923249	NATUREL ÇANTA S/3 Boyner Evde Sepet, Bedensiz, Natürel	ALT KAT HOME DEPO	DP-0003	1
5003162083001	8720573511773	LANTERN RATTAN 23CM Boyner Evde Fener, Bedensiz, Çok Renkli	ALT KAT HOME DEPO	DP-0003	1
5003162039001	8720573969390	Yuvarlak Fener - Naturel 18cm Boyner Evde Fener, Bedensiz, Çok Renkli	ALT KAT HOME DEPO	DP-0003	2
5003261889001	8004399026711	EXAM440.55.BG FACM Delonghi Kahve Makinesi, Bedensiz, Bej	ALT KAT HOME DEPO	DP-0004	1
5002627763001	8710103877424	EP2220/10 Philips Kahve Makines, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0004	3
5002923030001	8710103886051	EP2231/40 Philips Kahve Makines, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0004	1
5003137031001	8720389027673	EP3347/90 Philips Kahve Makinesi, Bedensiz, Siyah	ALT KAT HOME DEPO	DP-0004	2
5003163122001	8720389032370	EP5547/90 Philips Kahve Makines, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0004	1
5003141780001	6941812729311	24.XA.AF.MAF10.01 Xiaomi Fritöz, Bedensiz, Beyaz	ALT KAT HOME DEPO	DP-0005	1
5002841614001	8710103951803	HD9252/90 Philips Fritöz, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0005	4
5003068823001	8710103989950	HD9870/20 Philips Fritöz, Bedensiz, Beyaz	ALT KAT HOME DEPO	DP-0005	2
5003038540001	8720389015144	HD9285/96 Philips Fritöz, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0005	2
5002812579001	8682676045350	RANFORCE YASTIK BYZ Sarev Yastık, Bedensiz, Beyaz	ALT KAT HOME DEPO	DP-0006	1
5003151468001	8682841003383	25 CM RATTAN FENER Boyner Evde Fener, Bedensiz, Natürel	ALT KAT HOME DEPO	DP-0006	4
5003151475001	8682841003482	25 CM S. YUV. RATTAN FENER Boyner Evde Fener, Bedensiz, Natürel	ALT KAT HOME DEPO	DP-0006	1
5003163122001	8720389032370	EP5547/90 Philips Kahve Makines, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0006	1
5003224724001	8720389040733	XW9463/11 Philips Dikey Süpürge, Bedensiz, Renksiz	ALT KAT HOME DEPO	DP-0006	1
5003162083001	8720573511773	LANTERN RATTAN 23CM Boyner Evde Fener, Bedensiz, Çok Renkli	ALT KAT HOME DEPO	DP-0006	1
5003162122001	8719202738711	TRAY RECTANGULAR SET 2 PCS Boyner Evde Sepet, Bedensiz, Çok Renkli	ANA DEPO	DA-0001	5
5003084077001	5413821075334	BERGHOFF ESSENTİALS RENDE Berghoff Rende, Bedensiz, Renksiz	ANA DEPO	DA-0002	4
5003084085001	5413821079349	ESSENTİALS 4 YÖNLÜ RENDE 23,5 CM Berghoff Rende, Bedensiz, Renksiz	ANA DEPO	DA-0002	3
5003131599001	5413821314143	1100230 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0002	1
5003131622001	5413821321325	1100231 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0002	1
5003131625001	5413821326788	3950303 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0002	2
5003251193001	5413821377308	LEO Glints 7 Parça Spirit Berghoff Tencere Seti, Bedensiz, Renksiz	ANA DEPO	DA-0002	1
5003251191001	5413821393377	LEO BALANCE TENCERE 20CM SAGE Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0002	1
5003251192001	5413821393438	LEO BALANCE TENCERE 28CM SAGE Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0002	1
5003230812001	5413821393971	8501444 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0002	1
5003230836001	5413821394039	8501446 Berghoff Tava, Bedensiz, Renksiz	ANA DEPO	DA-0002	1
5003230777001	5413821394121	8501449 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0002	2
5003230813001	5413821394183	8501451 Berghoff Tava, Bedensiz, Renksiz	ANA DEPO	DA-0002	1
5003184135001	8699131840726	Komfort PişirSaklaEmayeTen18CmSiyah Schafer Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0002	1
5002648908001	8719202104684	ÇLK RND 145X115X240MM Boyner Evde Rende, Bedensiz, Renksiz	ANA DEPO	DA-0002	2
5003224407001	8680952428118	XMS STANDLI GEYİK KÜÇÜK 8x5x16 cm Evvon Dekoratif Ob, Bedensiz, Çok Re	ANA DEPO	DA-0003	1
5002969027001	8681734442407	NAZ - 24 PARÇA YEMEK TAKIMI PETROL Bambum Yemek Takımı, Bedensiz, Renk	ANA DEPO	DA-0003	1
5003162097001	8719202390643	Karıştırma Kabı 3lü (18-20-24 cm) Boyner Evde Kase S, Bedensiz, Çok Re	ANA DEPO	DA-0003	1
5003014623001	8719202933949	404001310 Boyner Evde Çatal Set, Bedensiz, Renksiz	ANA DEPO	DA-0003	2
5002577260001	8719987474668	MARİNE SR TB 26CM 6ASS Boyner Evde Servis Ta, Bedensiz, Renksiz	ANA DEPO	DA-0003	3
5003014720001	8719987474873	Q75600330 Boyner Evde Çorba Kas, Bedensiz, Renksiz	ANA DEPO	DA-0003	2
5003014712001	8719987474934	Q75600350 Boyner Evde Pasta Tab, Bedensiz, Renksiz	ANA DEPO	DA-0003	1
5003014699001	8719987474965	Q75600360 Boyner Evde Servis Ta, Bedensiz, Renksiz	ANA DEPO	DA-0003	6
5003059036001	8719987592423	OVEN DISH STONEWARE 4ASS CLR Boyner Evde Fırın Kab, Bedensiz, Renksiz	ANA DEPO	DA-0003	4
5003014668001	8719987849244	Q75102260 Boyner Evde Kase, Bedensiz, Renksiz	ANA DEPO	DA-0003	3
5003220988001	8720573058384	Porselen Mavi Kenarli Cukur 20cm Boyner Evde Pasta Tab, Bedensiz, Renk	ANA DEPO	DA-0003	2
5003097364001	8720573128216	PLATE DEEP STONEWARE 3ASS CLR Boyner Evde Yemek Tab, Bedensiz, Renksiz	ANA DEPO	DA-0003	5
5003097365001	8720573128278	PLATE STONEWARE 3ASS CLR 1 Boyner Evde Pasta Tab, Bedensiz, Renksiz	ANA DEPO	DA-0003	5
5003097355001	8720573128292	PLATE STONEWARE 3ASS CLR 2 Boyner Evde Servis Ta, Bedensiz, Renksiz	ANA DEPO	DA-0003	3
5002919364001	8720573128339	KASE Q75102530 Boyner Evde Kase, Bedensiz, Çok Renkli	ANA DEPO	DA-0003	3
5002913151001	8720573128438	BOYNER EVDE Q75102540 Boyner Evde Pasta, Bedensiz, Çok Renkli	ANA DEPO	DA-0003	1
5002913126001	8720573128445	BOYNER EVDE Q75102550 Boyner Evde Servis, Bedensiz, Çok Renkli	ANA DEPO	DA-0003	3
5003059019001	8720573182027	PLATE PORCELAIN DIA 21CM WHITE Boyner Evde Pasta Tab, Bedensiz, Renksi	ANA DEPO	DA-0003	6
5003059080001	8720573182058	PLATE PORCELAIN DIA 26CM WHITE Boyner Evde Servis Ta, Bedensiz, Renksi	ANA DEPO	DA-0003	6
5003059070001	8720573182089	BOWL PORCELAIN 275ML WHITE COL Boyner Evde Kase, Bedensiz, Renksiz	ANA DEPO	DA-0003	6
5003059064001	8720573182157	PLATE DEEP DIA 21CM WHITE COLO Boyner Evde Yemek Tab, Bedensiz, Renksi	ANA DEPO	DA-0003	6
5003097213001	8720573246750	PLATE GLASS DIA 21 Boyner Evde Pasta Tab, Bedensiz, Renksiz	ANA DEPO	DA-0003	4
5002968846001	8720573349949	Q90000270 BOYNER EVDE BARDAK SETİ Boyner Evde Kase Seti, Bedensiz, Ren	ANA DEPO	DA-0003	1
5003162068001	8720573638760	Açık Renkli Mermer 4lü 10 cm Boyner Evde Bardak, Bedensiz, Çok Renkli	ANA DEPO	DA-0003	7
5003162078001	8720573639002	Kum Renkli 4lü 10 cm Boyner Evde Bardak, Bedensiz, Çok Renkli	ANA DEPO	DA-0003	1
5003162183001	8720573940115	Pors. Beyaz&Mavi Şeritli 13cm 480ml Boyner Evde Çorba, Bedensiz, Çok R	ANA DEPO	DA-0003	8
5003162192001	8720573940191	Pors. Beyaz&Mavi Şeritli 27 cm Boyner Evde Yemek, Bedensiz, Çok Renkli	ANA DEPO	DA-0003	1
5003162111001	8720573993524	VASE ON FOOT 19X10CM 3ASS CLR Boyner Evde Vazo, Bedensiz, Çok Renkli	ANA DEPO	DA-0003	2
5003220995001	8721037113571	Seramik Beyaz Cizgi Dokulu 26cm Boyner Evde Yemek Tab, Bedensiz, Renks	ANA DEPO	DA-0003	2
5002928429001	8887721003877	BOYNER EVDE PT17048203 Boyner Evde Saklam, Bedensiz, Çok Renkli	ANA DEPO	DA-0003	1
5000368166001	8680136023313	BAMBUM Servizio - Bambum Amerikan Servi, BEDENSIZ, Renksiz	ANA DEPO	DA-0004	1
5003109781001	8684190180326	DOĞAL KAPI SÜSÜ 35 CM Boyner Evde Dekora, Bedensiz, Çok Renkli	ANA DEPO	DA-0004	12
5003151471001	8699885926219	KÜÇÜK DESENLİVAZO Boyner Evde Sepet, Bedensiz, Natürel	ANA DEPO	DA-0004	2
5003220968001	8719987717147	Mat Kaymaz Bambu 3Ass. Boyner Evde Paspas, Bedensiz, Renksiz	ANA DEPO	DA-0004	1
5003162049001	8720573462112	Meyve Desenli 2 Ass. 35 lt. Boyner Evde Portat, Bedensiz, Çok Renkli	ANA DEPO	DA-0004	1
5003162133001	8720573517904	LANTERN BAMBOO H28CM SMD LED Boyner Evde Fener, Bedensiz, Çok Renkli	ANA DEPO	DA-0004	6
5003162063001	8720573836739	Akasya Ağacı 36x23 cm Boyner Evde Kesme, Bedensiz, Çok Renkli	ANA DEPO	DA-0004	3
5003162071001	8720573969413	Yuvarlak Fener - Naturel 27cm Boyner Evde Fener, Bedensiz, Çok Renkli	ANA DEPO	DA-0004	1
5003131614001	5413821365091	3950479 Berghoff Tava, Bedensiz, Renksiz	ANA DEPO	DA-0005	1
5003230777001	5413821394121	8501449 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0005	1
5001109271001	8684190433293	Cem Tava, Bedensiz, Renksiz	ANA DEPO	DA-0005	2
5003123213001	8684190433316	069 302 028 00 25 01 Cem Tava, Bedensiz, Renksiz	ANA DEPO	DA-0005	2
5003212890001	8684190434191	DYNAMIC STONE TAVA Cem Tava, Bedensiz, Renksiz	ANA DEPO	DA-0005	10
5003295686001	8692952269141	Natural Match Kokulu Mum Lacivert Ruby Mum, 7 X 7 X 8 cm, Lacivert	ANA DEPO	DA-0005	12
5003284704001	8721037008303	PORS HAYVAN FİGÜR 14X10X12CM 3 ASS. Boyner Evde Saksı, Bedensiz, Çok R	ANA DEPO	DA-0005	12
5003084077001	5413821075334	BERGHOFF ESSENTİALS RENDE Berghoff Rende, Bedensiz, Renksiz	ANA DEPO	DA-0006	1
5003131612001	5413821317649	1100225 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0006	3
5003011981001	5413821344584	3950371 Berghoff Tava, Bedensiz, Renksiz	ANA DEPO	DA-0006	1
5003011966001	5413821346373	8500947 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0006	1
5003011919001	5413821350929	8501025 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0006	1
5003011948001	5413821350981	8501027 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0006	3
5003011964001	5413821351049	8501029 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0006	4
5003230833001	5413821378916	1315077 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0006	1
5003230834001	5413821378985	1315079 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0006	2
5003230805001	5413821379012	1315080 Berghoff Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0006	3
5003144743001	8003150518649	Ballarini Vipiteno DTencere 24 cm Ballarini Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0006	1
5002716559001	8681734430589	DAPHNE SIĞ TEN 16X5CM Bambum Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0006	2
5003116699001	8699131263822	Sharp 72 Parça ÇKB Schafer Çatal Bıçak S, Bedensiz, Renksiz	ANA DEPO	DA-0006	1
5002648908001	8719202104684	ÇLK RND 145X115X240MM Boyner Evde Rende, Bedensiz, Renksiz	ANA DEPO	DA-0006	2
5003162108001	8720573905602	CANDLE HOLDER 10X24CM BEIGE Boyner Evde Şamdan, Bedensiz, Çok Renkli	ANA DEPO	DA-0006	1
5003144260001	8680136028783	B2878 Bambum Sunum Tabağı, Bedensiz, Renksiz	ANA DEPO	DA-0007	2
5002459324001	8681734410543	MENSA DDGN TEPSİ ORTA Bambum Tepsi, Bedensiz, Renksiz	ANA DEPO	DA-0007	8
5002459313001	8681734410550	MENSA DDGN TEPSİ BÜYÜK Bambum Tepsi, Bedensiz, Renksiz	ANA DEPO	DA-0007	2
5002485954001	8681734414220	MARBELLA TEPSİ SYH ORT Bambum Tepsi, Bedensiz, Renksiz	ANA DEPO	DA-0007	5
5002517452001	8681734414251	MARBELLA TEPSİ KHV ORT Bambum Tepsi, Bedensiz, Renksiz	ANA DEPO	DA-0007	1
5003144401001	8681734453069	B5306 Bambum Kesme Tahtası, Bedensiz, Renksiz	ANA DEPO	DA-0007	2
5003168605001	8681734457562	Marbella Tepsi Lacivert Bambum Tepsi, Bedensiz, Renksiz	ANA DEPO	DA-0007	2
5003168611001	8681734457579	Marbella Tepsi Bambum Tepsi, Bedensiz, Renksiz	ANA DEPO	DA-0007	4
5003230755001	8681734457586	Lara - Bambu Desenli Tepsi Bambum Tepsi, Bedensiz, Renksiz	ANA DEPO	DA-0007	10
5002967716001	8719987834738	Ahsap 3lu Blok Kalin 55x28x3cm Boyner Evde Çerçeve, Bedensiz, Renksiz	ANA DEPO	DA-0007	1
5000223089001	4009209206523	FS SILIKON KAPAK L Fissler Servis Gereçl, BEDENSIZ, Renksiz	ANA DEPO	DA-0008	1
5003084077001	5413821075334	BERGHOFF ESSENTİALS RENDE Berghoff Rende, Bedensiz, Renksiz	ANA DEPO	DA-0008	1
5002753440001	7359599414105	GHİDİNİ SLT KŞK SET KR Hera Servis Gereçleri, Bedensiz, Renksiz	ANA DEPO	DA-0008	1
5003107990001	8680136024822	Domingo - 2 Katlı Sunum Standı Bambum Servis Gereçle, Bedensiz, Renksi	ANA DEPO	DA-0008	2
5003144260001	8680136028783	B2878 Bambum Sunum Tabağı, Bedensiz, Renksiz	ANA DEPO	DA-0008	1
5003077481001	8681734450099	ASTİ - AYAKLI SUNUM YALDIZLI 28 CM Bambum Servis Gereçle, Bedensiz, Re	ANA DEPO	DA-0008	1
5003168574001	8681734457555	Marbella Tepsi Beyaz Bambum Tepsi, Bedensiz, Renksiz	ANA DEPO	DA-0008	2
5003230736001	8681734459269	Crumble - Salata Kasesi Küçük Bambum Servis Gereçle, Bedensiz, Renksiz	ANA DEPO	DA-0008	3
5003230737001	8681734459276	Crumble - Salata Kasesi Büyük Bambum Servis Gereçle, Bedensiz, Renksiz	ANA DEPO	DA-0008	9
5003230765001	8681734459283	Crumble - Salata Kasesi Sığ Küçük Bambum Servis Gereçle, Bedensiz, Ren	ANA DEPO	DA-0008	2
5003230756001	8681734459290	Crumble - Salata Kasesi Sığ Büyük Bambum Servis Gereçle, Bedensiz, Ren	ANA DEPO	DA-0008	10
5003212855001	8684190434054	DYNAMIC STONE KARNIYARIK Cem Tencere, Bedensiz, Renksiz	ANA DEPO	DA-0008	3
5003237043002	8684290519156	5SKG10162AK Koton T-Shirt, 4-5 Yaş, Pembe	ANA DEPO	DA-0008	1
5002913146001	8719202900989	BOYNER EVDE YL7900660 Boyner Evde Barbek, Bedensiz, Çok Renkli	ANA DEPO	DA-0008	1
5002577260001	8719987474668	MARİNE SR TB 26CM 6ASS Boyner Evde Servis Ta, Bedensiz, Renksiz	ANA DEPO	DA-0008	2
5002967716001	8719987834738	Ahsap 3lu Blok Kalin 55x28x3cm Boyner Evde Çerçeve, Bedensiz, Renksiz	ANA DEPO	DA-0008	2
5003059049001	8720573189361	PLATE PORCELAIN DIA 240XH25MM Boyner Evde Yemek Tab, Bedensiz, Renksiz	ANA DEPO	DA-0008	3
5003059067001	8720573189378	PLATE PORCELAIN DIA 270XH25MM Boyner Evde Servis Ta, Bedensiz, Renksiz	ANA DEPO	DA-0008	2
5003162156001	8720573477055	CLOCK WOOD LOOK 30X30CM Boyner Evde Ev Saa, Bedensiz, Çok Renkli	ANA DEPO	DA-0008	4
5003162126001	8720573940054	Pors. Beyaz&Mavi Şeritli 330ml Boyner Evde Kupa, Bedensiz, Çok Renkli	ANA DEPO	DA-0008	7
5003162183001	8720573940115	Pors. Beyaz&Mavi Şeritli 13cm 480ml Boyner Evde Çorba, Bedensiz, Çok R	ANA DEPO	DA-0008	9
5003162191001	8720573940177	Pors. Beyaz&Mavi Şeritli 20cm Boyner Evde Tatlı, Bedensiz, Çok Renkli	ANA DEPO	DA-0008	18
5003162192001	8720573940191	Pors. Beyaz&Mavi Şeritli 27 cm Boyner Evde Yemek, Bedensiz, Çok Renkli	ANA DEPO	DA-0008	17
5002845678001	8680196726346	26CM DLM KEK KLB GRİ Thermoad Kek Kalıbı, Bedensiz, Gri	ANA DEPO	DA-0009	10
5003151480001	8699885923232	NATUREL ÇANTA S/3 Boyner Evde Sepet, Bedensiz, Natürel	ANA DEPO	DA-0009	1
5003151480001	8699885923249	NATUREL ÇANTA S/3 Boyner Evde Sepet, Bedensiz, Natürel	ANA DEPO	DA-0009	2
5003151480001	8699885923256	NATUREL ÇANTA S/3 Boyner Evde Sepet, Bedensiz, Natürel	ANA DEPO	DA-0009	2
5003151581001	8699885927988	YUV. KULP. ALTSİYAH SAKSILIK S/3 Boyner Evde Saksı, Bedensiz, Natürel	ANA DEPO	DA-0009	1
5003151581001	8699885927995	YUV. KULP. ALTSİYAH SAKSILIK S/3 Boyner Evde Saksı, Bedensiz, Natürel	ANA DEPO	DA-0009	1
5003151581001	8699885928008	YUV. KULP. ALTSİYAH SAKSILIK S/3 Boyner Evde Saksı, Bedensiz, Natürel	ANA DEPO	DA-0009	1
5003162147001	8719202473469	Tik Ağacından 4 Ayaklı 30 cm Boyner Evde Sunum, Bedensiz, Çok Renkli	ANA DEPO	DA-0009	2
5003220957001	8720573696166	Oturan Yoga Yapan Kadin 19x5x18cm Boyner Evde Biblo, Bedensiz, Renksiz	ANA DEPO	DA-0009	3
5003221002001	8720573981668	Baloncluklu Yesil Bej 19cm 2Ass. Boyner Evde Vazo, Bedensiz, Renksiz	ANA DEPO	DA-0009	1
5003221375001	8720573981712	Baloncluklu Yesil Bej 27cm 2Ass. Boyner Evde Vazo, Bedensiz, Çok Renkl	ANA DEPO	DA-0009	1
5002609931001	5413821087993	LEO ÖĞLE YEMEĞİ SETİ Berghoff Saklama Kabı, Bedensiz, Renksiz	ANA DEPO	DA-0010	1
5003230826001	5413821368382	3950553 Berghoff Kek Kalıbı, Bedensiz, Renksiz	ANA DEPO	DA-0010	3
5003169571001	5413821368467	3950555 Berghoff Kek Kalıbı, Bedensiz, Renksiz	ANA DEPO	DA-0010	2
5003215057001	8681734450112	FANO - AYAKLI SUNUM DESENLİ 28 CM Bambum Servis Gereçle, Bedensiz, Ren	ANA DEPO	DA-0010	1
5003128084001	8681734452468	B5246 Bambum Sahan Seti, Bedensiz, Renksiz	ANA DEPO	DA-0010	4
5003144401001	8681734453069	B5306 Bambum Kesme Tahtası, Bedensiz, Renksiz	ANA DEPO	DA-0010	5
